method,scenario,log,seed,mae,rmse,r2,cc,n
stgnn,single,NPHI,4,0.049726499969712526,0.06572002162742475,0.6010857860639622,0.7850740864291186,1524
stgnn,block,all,4,8.928213365038363,17.904112109878568,0.7207165290903159,0.8596287148364847,48040
stgnn,block,GR,4,22.03334016553983,28.18864073211265,0.3651276646105308,0.6635205440705002,19380
stgnn,block,RHOB,4,0.07399438617147248,0.10126158449320899,0.56247259188935,0.7542859413047909,14500
stgnn,block,NPHI,4,0.058779593841438715,0.07656625021919305,0.41699581818925857,0.6771149523417372,14160
stgnn,profile,all,4,8.250322316883056,17.98169580284213,0.6905010138456571,0.844042771633838,205312
stgnn,profile,GR,4,22.850354009091006,30.006670255568977,0.3022892647058387,0.6285678833223521,73728
stgnn,profile,RHOB,4,0.07628221016811447,0.10352369585547663,0.5614787746467845,0.7514016184522392,83456
stgnn,profile,NPHI,4,0.0584496968467827,0.07370520306616517,0.4712566952254751,0.7062058248666856,48128
stgnn,blackout,all,4,8.994016648418484,20.09304416964207,0.6018680002015663,0.786737789560946,268456
stgnn,blackout,GR,4,26.101449751083294,34.349877801980085,0.06159025213959557,0.43077247643400096,91855
stgnn,blackout,RHOB,4,0.10903822674333104,0.1456800540884474,0.13252516896941524,0.4326335035018788,86581
stgnn,blackout,NPHI,4,0.08340844004012463,0.10577155506102136,-0.07567347427771676,0.2959203752454578,90020
unet,single,all,4,4.324589153337085,10.007580786948742,0.9061568201492468,0.9572357221021809,3998
unet,single,GR,4,12.877447875209617,17.331186691820438,0.7652424593954799,0.8970120801510012,1333
unet,single,RHOB,4,0.06295637296648218,0.09199765444305075,0.6116485757151484,0.8533356970352945,1141
unet,single,NPHI,4,0.034275719050190896,0.04778354822546892,0.7891173224339074,0.897301024488629,1524
unet,block,all,4,7.282114147438166,15.431909918798896,0.7925186739226475,0.8938454547684548,48040
unet,block,GR,4,17.973179903512644,24.296365952471028,0.5283489836095259,0.7370147262477914,19380
unet,block,RHOB,4,0.06627038852921847,0.09025047430233608,0.652451985104914,0.8201600822281107,14500
unet,block,NPHI,4,0.038955966043838504,0.05213374687076829,0.7297070046250979,0.8586375345958805,14160
unet,profile,all,4,7.159280383416855,16.786154422444223,0.7302879400699438,0.8562749920362709,205312
unet,profile,GR,4,19.82742556396665,28.011642797002185,0.39198127707811026,0.6351544785415569,73728
unet,profile,RHOB,4,0.0714054142562044,0.09725504061120467,0.6129782951149942,0.7928115111622047,83456
unet,profile,NPHI,4,0.04343691505531984,0.05819268702753276,0.670401361430736,0.8253537760642874,48128
unet,blackout,all,4,9.617464104385636,20.733126796850573,0.5760982447427789,0.7623191109210653,268456
unet,blackout,GR,4,27.933799420365524,35.444209191857944,0.0008453824480828542,0.2673260744680579,91855
unet,blackout,RHOB,4,0.11202059628304481,0.14385615594518816,0.15411057197326627,0.44162533865736453,86581
unet,blackout,NPHI,4,0.07007267943226915,0.08752639226670243,0.26341862055083076,0.5307109038449963,90020
xgb,single,all,4,7.191925033966565,16.838952340645076,0.7343103470720216,0.8607861418641511,3998
xgb,single,GR,4,21.45643604347246,29.16205056984914,0.33534072805837334,0.5955840155071019,1333
xgb,single,RHOB,4,0.07090061406729829,0.10147767039766543,0.5274885139672696,0.7420942598615347,1141
xgb,single,NPHI,4,0.046580996849571704,0.06078306265827222,0.6587683754669424,0.8132992887993109,1524
xgb,block,all,4,9.257504006976504,19.209316664664648,0.6785129468187339,0.8369174066404826,48040
xgb,block,GR,4,22.864190660147965,30.24364933119679,0.269186566502856,0.5678204628342579,19380
xgb,block,RHOB,4,0.06751975667065588,0.09716215626717992,0.5971808442291222,0.7840863866334639,14500
xgb,block,NPHI,4,0.04544075068920367,0.061601515770062974,0.6226192785690577,0.794389224480746,14160
xgb,profile,all,4,7.991719033178958,17.945162987690008,0.6917573339924457,0.8370470459758089,205312
xgb,profile,GR,4,22.145791912904112,29.94574759729358,0.3051195182390215,0.5748947417596176,73728
xgb,profile,RHOB,4,0.06922455661947284,0.09737436387708577,0.6120280302587812,0.7890567329449623,83456
xgb,profile,NPHI,4,0.04682653316591468,0.061030984679383816,0.6374655007047991,0.801825327050345,48128
xgb,blackout,all,4,20.632955200119223,42.12233335051486,-0.7496873380723728,0.6804831444696847,268456
xgb,blackout,GR,4,59.840948487428655,72.00945993206864,-3.1240243898575963,0.03414097420843433,91855
xgb,blackout,RHOB,4,0.33124416503923215,0.41098528665317674,-5.904134504541148,0.08446215492639449,86581
xgb,blackout,NPHI,4,0.15186455051305625,0.18181089239209725,-2.1782091769859444,0.22017376177117262,90020
